,fullName,termType,rxcui
7507,camphor 0.03 MG/MG / menthol 0.03 MG/MG Topical Gel,SCD,630714
7508,camphor 0.03 MG/MG / menthol 0.03 MG/MG Topical Gel [SOMBRA Warm Pain Relieving Gel],SBD,1090954
7509,camphor 0.03 MG/MG / phenol 0.025 MG/MG / tannic acid 0.022 MG/MG / zinc oxide 0.066 MG/MG Topical Ointment,SCD,1423410
7510,camphor 0.031 MG/MG / menthol 0.06 MG/MG / methyl salicylate 0.1 MG/MG Medicated Patch,SCD,1793147
7511,camphor 0.031 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.15 MG/MG Topical Gel,SCD,1425325
7512,camphor 0.031 MG/MG / menthol 0.16 MG/MG / methyl salicylate 0.1 MG/MG Topical Gel,SCD,282838
7513,camphor 0.031 MG/MG / menthol 0.16 MG/MG / methyl salicylate 0.1 MG/MG Topical Gel [Flexall Ultra Plus],SBD,1310028
7514,camphor 0.04 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.3 MG/MG Topical Gel,SCD,1116730
7515,camphor 0.04 MG/MG / menthol 0.1 MG/MG Topical Gel,SCD,1039731
7516,camphor 0.047 MG/MG / Eucalyptus oil 0.012 MG/MG / menthol 0.026 MG/MG Topical Ointment,SCD,200293
7517,camphor 0.048 MG/MG / Eucalyptus oil 0.012 MG/MG / menthol 0.026 MG/MG Topical Gel,SCD,1547992
7518,camphor 0.048 MG/MG / Eucalyptus oil 0.012 MG/MG / menthol 0.026 MG/MG Topical Ointment,SCD,727137
7519,camphor 0.048 MG/MG / Eucalyptus oil 0.012 MG/MG / menthol 0.026 MG/MG Topical Ointment [Vaporex],SBD,1432507
7520,camphor 0.048 MG/MG / menthol 0.026 MG/MG Topical Ointment,SCD,562840
7521,camphor 0.051 MG/MG / menthol 0.051 MG/MG Topical Ointment,SCD,637126
7522,camphor 0.053 MG/MG / Eucalyptus oil 0.013 MG/MG / menthol 0.028 MG/MG Topical Ointment,SCD,1297310
7523,camphor 0.09 MG/MG / menthol 0.013 MG/MG Topical Ointment,SCD,1042663
7524,camphor 0.09 MG/MG / menthol 0.013 MG/MG Topical Ointment [Mentholatum],SBD,1042667
7525,camphor 0.108 MG/MG / phenol 0.047 MG/MG Topical Gel,SCD,308939
7526,camphor 0.108 MG/MG / phenol 0.047 MG/MG Topical Gel [Campho-Phenique],SBD,210347
7527,camphor 0.11 MG/MG / menthol 0.08 MG/MG Topical Ointment,SCD,1111003
7528,camphor 0.11 MG/MG / menthol 0.1 MG/MG Topical Ointment,SCD,1047480
7529,camphor 0.11 MG/MG / menthol 0.11 MG/MG Topical Ointment,SCD,1089847
7530,camphor 10 MG/ML / menthol 120 MG/ML / methyl salicylate 200 MG/ML Topical Spray,SCD,761913
7531,camphor 10 MG/ML / menthol 120 MG/ML / methyl salicylate 200 MG/ML Topical Spray [PainZone],SBD,761916
7532,camphor 100 MG/ML Topical Solution,SCD,204935
7533,camphor 108 MG/ML / phenol 47 MG/ML Topical Solution,SCD,308940
7534,camphor 108 MG/ML / phenol 47 MG/ML Topical Solution [Campho-Phenique],SBD,210346
7535,camphor 110 MG/ML / menthol 100 MG/ML Topical Cream,SCD,849498
7536,camphor 110 MG/ML / menthol 110 MG/ML Topical Cream,SCD,1089831
7537,camphor 110 MG/ML / menthol 160 MG/ML Topical Cream,SCD,1373219
7538,camphor 110 MG/ML / menthol 160 MG/ML Topical Solution,SCD,2632261
7539,camphor 110 MG/ML / menthol 160 MG/ML Topical Spray,SCD,1606046
7540,camphor 2 MG/ML / menthol 35 MG/ML Topical Spray,SCD,1099888
7541,camphor 20 MG/ML / menthol 10 MG/ML / methyl salicylate 49 MG/ML Topical Lotion,SCD,282575
7542,camphor 20 MG/ML / menthol 10 MG/ML / methyl salicylate 49 MG/ML Topical Lotion [Banalg Muscle Pain Reliever],SBD,702419
7543,camphor 230 MG / menthol 70 MG Medicated Patch,SCD,853139
7544,camphor 30 MG/ML / menthol 50 MG/ML / methyl salicylate 150 MG/ML Topical Cream,SCD,849504
7545,camphor 31 MG/ML / capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 150 MG/ML Topical Cream,SCD,2049725
7546,camphor 32 MG/ML Topical Cream,SCD,2181415
7547,camphor 36 MG/ML / capsaicin 0.25 MG/ML / methyl salicylate 180 MG/ML Topical Solution,SCD,1440065
7548,camphor 40 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Cream,SCD,283083
7549,camphor 40 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Cream [Bayer Muscle and Joint Cream],SBD,701973
7550,camphor 40 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Cream [Dragon],SBD,2045511
7551,camphor 40 MG/ML / menthol 100 MG/ML Topical Cream,SCD,2199390
7552,camphor 5 MG/ML / menthol 5 MG/ML Topical Lotion,SCD,200176
7553,camphor 5 MG/ML / menthol 5 MG/ML Topical Lotion [DermaSarra],SBD,617666
7554,camphor 5 MG/ML Topical Lotion,SCD,2059052
7555,camphor 52 MG/ML / Eucalyptus oil 12 MG/ML / menthol 28 MG/ML Topical Cream,SCD,283473
7556,camphor 53 MG/ML / Eucalyptus oil 13 MG/ML / menthol 28 MG/ML Topical Cream,SCD,2178779
7557,camphor 55 MG/ML / menthol 160 MG/ML Topical Lotion,SCD,2624710
7558,camphor 62 MG/ML Inhalation Solution,SCD,701961
7559,camphor 80 MG / Capsicum extract 16 MG / menthol 24 MG Medicated Patch,SCD,853132
7560,camphor 96 MG / levomenthol 76.8 MG / methyl salicylate 57.6 MG Medicated Patch,SCD,2568113
7561,Canada goldenrod pollen extract 100 MG/ML Injectable Solution,SCD,1006361
7562,Canada goldenrod pollen extract 20000 UNT/ML Injectable Solution,SCD,1006365
7563,Canada goldenrod pollen extract 40000 UNT/ML Injectable Solution,SCD,1006367
7564,Canada goldenrod pollen extract 50 MG/ML Injectable Solution,SCD,995746
7565,canagliflozin 100 MG Oral Tablet,SCD,1373463
7566,canagliflozin 100 MG Oral Tablet [Invokana],SBD,1373469
7567,canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD,1545150
7568,canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet [Invokamet],SBD,1545156
7569,canagliflozin 150 MG / metformin hydrochloride 500 MG Oral Tablet,SCD,1545157
7570,canagliflozin 150 MG / metformin hydrochloride 500 MG Oral Tablet [Invokamet],SBD,1545159
7571,canagliflozin 300 MG Oral Tablet,SCD,1373471
7572,canagliflozin 300 MG Oral Tablet [Invokana],SBD,1373473
7573,canagliflozin 50 MG / metformin hydrochloride 1000 MG Oral Tablet,SCD,1545161
7574,canagliflozin 50 MG / metformin hydrochloride 1000 MG Oral Tablet [Invokamet],SBD,1545163
7575,canagliflozin 50 MG / metformin hydrochloride 500 MG Oral Tablet,SCD,1545164
7576,canagliflozin 50 MG / metformin hydrochloride 500 MG Oral Tablet [Invokamet],SBD,1545166
7577,canary grass pollen extract 100 MG/ML Injectable Solution,SCD,1044250
7578,canary grass pollen extract 20000 UNT/ML Injectable Solution,SCD,1013966
7579,canary grass pollen extract 50 MG/ML Injectable Solution,SCD,852700
7580,candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD,578325
7581,candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],SBD,805863
7582,candesartan cilexetil 16 MG Oral Tablet,SCD,577776
7583,candesartan cilexetil 16 MG Oral Tablet [Atacand],SBD,639539
7584,candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG Oral Tablet,SCD,578330
7585,candesartan cilexetil 32 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],SBD,805859
7586,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD,802749
7587,candesartan cilexetil 32 MG / hydrochlorothiazide 25 MG Oral Tablet [Atacand HCT],SBD,805855
7588,candesartan cilexetil 32 MG Oral Tablet,SCD,639537
7589,candesartan cilexetil 32 MG Oral Tablet [Atacand],SBD,639543
7590,candesartan cilexetil 4 MG Oral Tablet,SCD,153822
7591,candesartan cilexetil 4 MG Oral Tablet [Atacand],SBD,577785
7592,candesartan cilexetil 8 MG Oral Tablet,SCD,153823
7593,candesartan cilexetil 8 MG Oral Tablet [Atacand],SBD,577787
7594,cangrelor 50 MG Injection,SCD,1656056
7595,cangrelor 50 MG Injection [Kengreal],SBD,1656061
7596,cannabidiol 100 MG/ML Oral Solution,SCD,2058900
7597,cannabidiol 100 MG/ML Oral Solution [Epidiolex],SBD,2058906
7598,capecitabine 150 MG Oral Tablet,SCD,200327
7599,capecitabine 150 MG Oral Tablet [Xeloda],SBD,213292
7600,capecitabine 500 MG Oral Tablet,SCD,200328
7601,capecitabine 500 MG Oral Tablet [Xeloda],SBD,213293
7602,caplacizumab-yhdp 11 MG Injection,SCD,2110616
7603,caplacizumab-yhdp 11 MG Injection [Cablivi],SBD,2110618
7604,capmatinib 150 MG Oral Tablet,SCD,2362234
7605,capmatinib 150 MG Oral Tablet [Tabrecta],SBD,2362240
7606,capmatinib 200 MG Oral Tablet,SCD,2362242
7607,capmatinib 200 MG Oral Tablet [Tabrecta],SBD,2362244
7608,capreomycin 500 MG/ML Injectable Solution,SCD,239208
7609,capreomycin 500 MG/ML Injectable Solution [Capastat],SBD,201860
7610,capsaicin 0.000225 MG/MG / menthol 0.045 MG/MG Medicated Patch,SCD,1658663
7611,capsaicin 0.00025 MG/MG / lidocaine 0.04 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,SCD,2107511
7612,capsaicin 0.00025 MG/MG / menthol 0.0125 MG/MG Medicated Patch,SCD,853136
7613,capsaicin 0.00025 MG/MG / menthol 0.05 MG/MG Medicated Patch,SCD,853134
7614,capsaicin 0.00025 MG/MG / menthol 0.1 MG/MG Topical Gel,SCD,855923
7615,capsaicin 0.00025 MG/MG / menthol 0.1 MG/MG Topical Gel [Capzasin Quick Relief],SBD,1043539
7616,capsaicin 0.00025 MG/MG Medicated Patch,SCD,1043399
7617,capsaicin 0.00025 MG/MG Topical Ointment,SCD,359321
7618,capsaicin 0.0003 MG/MG / menthol 0.04 MG/MG Medicated Patch,SCD,2178283
7619,capsaicin 0.0003 MG/MG / menthol 0.05 MG/MG Medicated Patch,SCD,1599652
7620,capsaicin 0.000325 MG/MG / lidocaine 0.04 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.275 MG/MG Topical Ointment,SCD,1595626
7621,capsaicin 0.000325 MG/MG / lidocaine 0.045 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.275 MG/MG Topical Ointment,SCD,1361410
7622,capsaicin 0.000325 MG/MG / lidocaine hydrochloride 0.04 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.275 MG/MG Topical Ointment,SCD,1601095
7623,capsaicin 0.000325 MG/MG / lidocaine hydrochloride 0.04 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.275 MG/MG Topical Ointment [LidoPro],SBD,1601097
7624,capsaicin 0.00035 MG/MG / lidocaine hydrochloride 0.005 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,SCD,1356803
7625,capsaicin 0.000375 MG/MG / lidocaine 0.005 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,SCD,2001745
7626,capsaicin 0.000375 MG/MG / lidocaine 0.04 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,SCD,2001686
7627,capsaicin 0.000375 MG/MG / lidocaine 0.04 MG/MG / menthol 0.1 MG/MG / methyl salicylate 0.2 MG/MG Topical Ointment,SCD,1876751
7628,capsaicin 0.000375 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch,SCD,1099912
7629,capsaicin 0.000375 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Medicated Patch [Medrox],SBD,1099923
7630,capsaicin 0.000375 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Topical Ointment,SCD,2001749
7631,capsaicin 0.000375 MG/MG / menthol 0.05 MG/MG / methyl salicylate 0.2 MG/MG Topical Ointment [Medrox],SBD,2001750
7632,capsaicin 0.000375 MG/MG / menthol 0.05 MG/MG Medicated Patch,SCD,1300889
7633,capsaicin 0.0005 MG/MG / lidocaine 0.025 MG/MG / menthol 0.05 MG/MG Medicated Patch,SCD,1608012
7634,capsaicin 0.0005 MG/MG / menthol 0.04 MG/MG Medicated Patch,SCD,1599816
7635,capsaicin 0.0005 MG/MG / menthol 0.05 MG/MG Medicated Patch,SCD,1552450
7636,capsaicin 0.0005 MG/MG / menthol 0.07 MG/MG / methyl salicylate 0.2 MG/MG Topical Ointment,SCD,1235753
7637,capsaicin 0.0005 MG/MG / menthol 0.07 MG/MG / methyl salicylate 0.2 MG/MG Topical Ointment [Medrox],SBD,1235758
7638,capsaicin 0.0025 MG/MG Medicated Patch,SCD,1111739
7639,capsaicin 0.02 MG/ML / menthol 100 MG/ML / methyl salicylate 200 MG/ML Topical Lotion,SCD,1119597
7640,capsaicin 0.02 MG/ML / menthol 100 MG/ML / methyl salicylate 200 MG/ML Topical Lotion [Xoten-C],SBD,1125493
7641,capsaicin 0.08 MG/MG Medicated Patch,SCD,1039679
7642,capsaicin 0.08 MG/MG Medicated Patch [Qutenza],SBD,1039681
7643,capsaicin 0.2 MG/ML Topical Cream,SCD,562444
7644,capsaicin 0.2 MG/ML Topical Cream [Menthac Arthritis Cream with Capsaicin],SBD,210351
7645,capsaicin 0.25 MG/ML / lidocaine hydrochloride 25 MG/ML / menthol 100 MG/ML / methyl salicylate 250 MG/ML Topical Lotion,SCD,1020420
7646,capsaicin 0.25 MG/ML / menthol 10 MG/ML / methyl salicylate 120 MG/ML Topical Cream,SCD,283224
7647,capsaicin 0.25 MG/ML / menthol 10 MG/ML / methyl salicylate 120 MG/ML Topical Cream [ZIKS Pain Relief],SBD,1090034
7648,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 150 MG/ML Topical Cream,SCD,283270
7649,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 200 MG/ML Topical Lotion,SCD,1870112
7650,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 250 MG/ML Topical Lotion,SCD,1372464
7651,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 280 MG/ML Topical Lotion,SCD,1372560
7652,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion,SCD,1116967
7653,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion [Dendracin Neurodendraxcin],SBD,1116971
7654,capsaicin 0.25 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion [Transanosil],SBD,1435889
7655,capsaicin 0.25 MG/ML / menthol 12.5 MG/ML / methylnicotinate 2.5 MG/ML Topical Cream,SCD,259082
7656,capsaicin 0.25 MG/ML / menthol 20 MG/ML Topical Cream,SCD,1233623
7657,capsaicin 0.25 MG/ML / menthol 60 MG/ML / methyl salicylate 250 MG/ML Topical Solution,SCD,1989491
7658,capsaicin 0.25 MG/ML / trolamine salicylate 100 MG/ML Topical Cream,SCD,200298
7659,capsaicin 0.25 MG/ML / turpentine 470 MG/ML Topical Solution,SCD,248155
7660,capsaicin 0.25 MG/ML / turpentine 470 MG/ML Topical Solution [Sloan's Liniment],SBD,748335
7661,capsaicin 0.25 MG/ML Topical Cream,SCD,198555
7662,capsaicin 0.25 MG/ML Topical Lotion,SCD,198556
7663,capsaicin 0.33 MG/ML Topical Cream,SCD,1803727
7664,capsaicin 0.33 MG/ML Topical Cream [Zostrix],SBD,213109
7665,capsaicin 0.35 MG/ML / lidocaine 20 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream,SCD,1422561
7666,capsaicin 0.35 MG/ML / lidocaine 20 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream [Doloracin with Lidocaine],SBD,1432541
7667,capsaicin 0.35 MG/ML / lidocaine 20 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream [Medi-Derm with Lidocaine],SBD,1422563
7668,capsaicin 0.35 MG/ML / lidocaine 40 MG/ML / trolamine salicylate 100 MG/ML Topical Solution,SCD,1987017
7669,capsaicin 0.35 MG/ML / menthol 100 MG/ML / methyl salicylate 250 MG/ML Topical Cream,SCD,1541083
7670,capsaicin 0.35 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream,SCD,1095682
7671,capsaicin 0.35 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream [Medi-Derm],SBD,1436369
7672,capsaicin 0.35 MG/ML Topical Cream,SCD,577395
7673,capsaicin 0.35 MG/ML Topical Cream [Capzasin-P],SBD,728481
7674,capsaicin 0.35 MG/ML Topical Lotion,SCD,692724
7675,capsaicin 0.35 MG/ML Topical Lotion [Castiva Warming],SBD,692730
7676,capsaicin 0.375 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion,SCD,860914
7677,capsaicin 0.375 MG/ML / menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Lotion [Dendracin Neurodendraxcin],SBD,1116976
7678,capsaicin 0.375 MG/ML / menthol 50 MG/ML / methyl salicylate 200 MG/ML Topical Cream,SCD,1099896
7679,capsaicin 0.45 MG/ML / trolamine salicylate 100 MG/ML Topical Lotion,SCD,758988
7680,capsaicin 0.5 MG/ML / lidocaine 50 MG/ML Topical Cream,SCD,1654662
7681,capsaicin 0.5 MG/ML / menthol 100 MG/ML / methyl salicylate 200 MG/ML Topical Lotion,SCD,866404
7682,capsaicin 0.5 MG/ML Topical Cream,SCD,200083
7683,capsaicin 0.7 MG/ML Topical Cream,SCD,562445
7684,capsaicin 0.7 MG/ML Topical Cream [Zostrix Sports],SBD,284303
7685,capsaicin 0.75 MG/ML Topical Cream,SCD,141868
7686,capsaicin 0.75 MG/ML Topical Cream [Zostrix],SBD,2591434
7687,capsaicin 1 MG/ML / lidocaine 40 MG/ML Topical Cream,SCD,1733864
7688,capsaicin 1 MG/ML Topical Cream,SCD,646333
7689,capsaicin 1 MG/ML Topical Cream [Capzasin-HP],SBD,794244
7690,capsaicin 1 MG/ML Topical Cream [Zostrix],SBD,804752
7691,capsaicin 1.5 MG/ML Topical Solution,SCD,792051
7692,capsaicin 2.5 MG/ML Topical Cream,SCD,199078
7693,capsaicin 2.5 MG/ML Topical Cream [Zostrix],SBD,804754
7694,captopril 100 MG Oral Tablet,SCD,308962
7695,captopril 12.5 MG Oral Tablet,SCD,308963
7696,captopril 25 MG / hydrochlorothiazide 15 MG Oral Tablet,SCD,197436
7697,captopril 25 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD,197437
7698,captopril 25 MG Oral Tablet,SCD,317173
7699,captopril 50 MG / hydrochlorothiazide 15 MG Oral Tablet,SCD,197438
7700,captopril 50 MG / hydrochlorothiazide 25 MG Oral Tablet,SCD,197439
7701,captopril 50 MG Oral Tablet,SCD,308964
7702,carbachol 15 MG/ML Ophthalmic Solution,SCD,308968
7703,carbachol 15 MG/ML Ophthalmic Solution [Isopto Carbachol],SBD,211198
7704,carbachol 30 MG/ML Ophthalmic Solution,SCD,308970
7705,carbachol 30 MG/ML Ophthalmic Solution [Isopto Carbachol],SBD,211237
7706,carbamazepine 100 MG Chewable Tablet,SCD,308973
7707,carbamazepine 100 MG Oral Tablet,SCD,197441
7708,carbamazepine 20 MG/ML Oral Suspension,SCD,308976
7709,carbamazepine 20 MG/ML Oral Suspension [Tegretol],SBD,308971
7710,carbamazepine 200 MG Oral Tablet,SCD,308979
7711,carbamazepine 200 MG Oral Tablet [Epitol],SBD,211817
7712,carbamazepine 200 MG Oral Tablet [Tegretol],SBD,308972
7713,carbamide peroxide 0.1 MG/MG Oral Gel,SCD,1547708
7714,carbamide peroxide 100 MG/ML Mucous Membrane Topical Solution,SCD,582808
7715,carbamide peroxide 100 MG/ML Mucous Membrane Topical Solution [Gly-Oxide],SBD,1048144
7716,carbamide peroxide 65 MG/ML Otic Solution,SCD,702050
7717,carbamide peroxide 65 MG/ML Otic Solution [Auraphene-B],SBD,827778
7718,carbamide peroxide 65 MG/ML Otic Solution [Clearcanal],SBD,1245627
7719,carbamide peroxide 65 MG/ML Otic Solution [Debrox],SBD,827654
7720,carbamide peroxide 65 MG/ML Otic Solution [E-R-O],SBD,827766
7721,carbamide peroxide 65 MG/ML Otic Solution [Mollifene],SBD,827760
7722,carbamide peroxide 65 MG/ML Otic Solution [Murine Ear],SBD,827710
7723,carbetapentane citrate 4 MG/ML / guaifenesin 20 MG/ML Oral Solution,SCD,359329
7724,carbidopa 10 MG / levodopa 100 MG Disintegrating Oral Tablet,SCD,483090
7725,carbidopa 10 MG / levodopa 100 MG Oral Tablet,SCD,197443
7726,carbidopa 10 MG / levodopa 100 MG Oral Tablet [Sinemet],SBD,724606
7727,carbidopa 12.5 MG / entacapone 200 MG / levodopa 50 MG Oral Tablet,SCD,403850
7728,carbidopa 12.5 MG / entacapone 200 MG / levodopa 50 MG Oral Tablet [Stalevo],SBD,404551
7729,carbidopa 18.75 MG / entacapone 200 MG / levodopa 75 MG Oral Tablet,SCD,810090
7730,carbidopa 18.75 MG / entacapone 200 MG / levodopa 75 MG Oral Tablet [Stalevo],SBD,810094
7731,carbidopa 25 MG / entacapone 200 MG / levodopa 100 MG Oral Tablet,SCD,403851
7732,carbidopa 25 MG / entacapone 200 MG / levodopa 100 MG Oral Tablet [Stalevo],SBD,404552
7733,carbidopa 25 MG / levodopa 100 MG Disintegrating Oral Tablet,SCD,476399
7734,carbidopa 25 MG / levodopa 100 MG Extended Release Oral Tablet,SCD,308988
7735,carbidopa 25 MG / levodopa 100 MG Oral Tablet,SCD,197444
7736,carbidopa 25 MG / levodopa 100 MG Oral Tablet [Dhivy],SBD,2586032
7737,carbidopa 25 MG / levodopa 100 MG Oral Tablet [Sinemet],SBD,724598
7738,carbidopa 25 MG / levodopa 250 MG Disintegrating Oral Tablet,SCD,476515
7739,carbidopa 25 MG / levodopa 250 MG Oral Tablet,SCD,197445
7740,carbidopa 25 MG / levodopa 250 MG Oral Tablet [Sinemet],SBD,724602
7741,carbidopa 25 MG Oral Tablet,SCD,260260
7742,carbidopa 25 MG Oral Tablet [Lodosyn],SBD,261330
7743,carbidopa 31.25 MG / entacapone 200 MG / levodopa 125 MG Oral Tablet,SCD,810083
7744,carbidopa 31.25 MG / entacapone 200 MG / levodopa 125 MG Oral Tablet [Stalevo],SBD,810087
7745,carbidopa 37.5 MG / entacapone 200 MG / levodopa 150 MG Oral Tablet,SCD,403852
7746,carbidopa 37.5 MG / entacapone 200 MG / levodopa 150 MG Oral Tablet [Stalevo],SBD,404553
7747,carbidopa 4.63 MG/ML / levodopa 20 MG/ML Oral Suspension,SCD,1599846
7748,carbidopa 4.63 MG/ML / levodopa 20 MG/ML Oral Suspension [Duopa],SBD,1599852
7749,carbidopa 50 MG / entacapone 200 MG / levodopa 200 MG Oral Tablet,SCD,730988
7750,carbidopa 50 MG / entacapone 200 MG / levodopa 200 MG Oral Tablet [Stalevo],SBD,730992
7751,carbidopa 50 MG / levodopa 200 MG Extended Release Oral Tablet,SCD,308989
7752,carbinoxamine maleate 0.8 MG/ML Oral Solution,SCD,1010696
7753,carbinoxamine maleate 4 MG Oral Tablet,SCD,1012904
7754,carbinoxamine maleate 6 MG Oral Tablet,SCD,1795581
7755,carbinoxamine maleate 6 MG Oral Tablet [Ryvent],SBD,1869883
7756,carbocysteine 750 MG Chewable Tablet,SCD,433336
7757,carbocysteine 750 MG Chewable Tablet [Availnex],SBD,852903
7758,carbon dioxide 10 % Gas for Inhalation,SCD,1790649
7759,carbon dioxide 100 % Gas for Inhalation,SCD,308998
7760,carbon dioxide 15 % / oxygen 85 % Gas for Inhalation,SCD,347047
